Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type
94,2098,1002098,10000.0,2025-07-07,1
95,2115,1002115,10000.0,2025-05-07,1
96,2121,1002121,10000.0,2025-02-27,1
97,2133,1002133,10000.0,2025-02-13,1
98,2140,1002140,10000.0,2025-01-06,1
99,2168,1002168,10000.0,2025-04-14,1
100,2181,1002181,10000.0,2025-05-14,1
101,2191,1002191,10000.0,2025-07-28,1
102,2215,1002215,10000.0,2025-11-28,1
103,2261,1002261,10000.0,2025-03-21,1
104,2276,1002276,10000.0,2025-04-28,1
105,2294,1002294,10000.0,2025-06-21,1
106,2365,1002365,10000.0,2025-04-21,1
107,2367,1002367,10000.0,2025-02-06,1
108,2376,1002376,10000.0,2025-08-28,1
109,2383,1002383,10000.0,2025-10-28,1
110,2505,1002505,10000.0,2025-07-28,1
111,2516,1002516,10000.0,2025-10-14,1
112,2543,1002543,10000.0,2025-09-14,1
113,2580,1002580,10000.0,2025-01-27,1
114,2640,1002640,10000.0,2025-04-28,1
115,2658,1002658,10000.0,2025-06-07,1
116,2699,1002699,10000.0,2025-12-14,1
117,2709,1002709,10000.0,2025-12-21,1
118,2722,1002722,10000.0,2025-10-28,1
119,2723,1002723,10000.0,2025-12-07,1
120,2748,1002748,10000.0,2025-03-07,1
121,2767,1002767,10000.0,2025-08-28,1
122,2797,1002797,10000.0,2025-11-21,1
123,2823,1002823,10000.0,2025-08-21,1
124,2847,1002847,10000.0,2025-03-07,1
125,2860,1002860,10000.0,2025-02-13,1
126,2897,1002897,10000.0,2025-09-07,1
127,2901,1002901,10000.0,2025-12-07,1
128,2916,1002916,10000.0,2025-07-14,1
129,2919,1002919,10000.0,2025-05-14,1
130,2928,1002928,10000.0,2025-07-14,1
131,2937,1002937,10000.0,2025-07-28,1
132,2939,1002939,10000.0,2025-06-07,1
133,2985,1002985,10000.0,2025-02-06,1
134,3013,1003013,10000.0,2025-04-14,1
135,3024,1003024,10000.0,2025-08-28,1
136,3045,1003045,10000.0,2025-08-21,1
137,3052,1003052,10000.0,2025-06-07,1
138,3055,1003055,10000.0,2025-01-20,1
139,3063,1003063,10000.0,2025-08-14,1
140,3066,1003066,10000.0,2025-03-28,1
141,3108,1003108,10000.0,2025-03-21,1
142,3118,1003118,10000.0,2025-01-27,1
143,3153,1003153,10000.0,2025-04-28,1
144,3160,1003160,10000.0,2025-02-27,1
145,3161,1003161,10000.0,2025-09-14,1
146,3186,1003186,10000.0,2025-07-28,1
147,3189,1003189,10000.0,2025-04-21,1
148,3191,1003191,10000.0,2025-02-27,1
149,3263,1003263,10000.0,2025-08-21,1
150,3273,1003273,10000.0,2025-07-21,1
151,3282,1003282,10000.0,2025-12-14,1
152,3292,1003292,10000.0,2025-11-07,1
153,3340,1003340,10000.0,2025-04-14,1
154,3395,1003395,10000.0,2025-04-21,1
155,3420,1003420,10000.0,2025-09-28,1
156,3423,1003423,10000.0,2025-09-21,1
157,3437,1003437,10000.0,2025-02-13,1
158,3439,1003439,10000.0,2025-05-14,1
159,3454,1003454,10000.0,2025-09-07,1
160,3488,1003488,10000.0,2025-09-28,1
161,3491,1003491,10000.0,2025-02-06,1
162,3513,1003513,10000.0,2025-04-21,1
163,3536,1003536,10000.0,2025-07-14,1
164,3547,1003547,10000.0,2025-07-14,1
165,3551,1003551,10000.0,2025-11-28,1
166,3562,1003562,10000.0,2025-08-07,1
167,3572,1003572,10000.0,2025-11-28,1
168,3577,1003577,10000.0,2025-03-14,1
169,3643,1003643,10000.0,2025-12-14,1
170,3676,1003676,10000.0,2025-04-14,1
171,3704,1003704,10000.0,2025-07-21,1
172,3705,1003705,10000.0,2025-08-28,1
173,3712,1003712,10000.0,2025-03-14,1
174,3713,1003713,10000.0,2025-08-07,1
175,3741,1003741,10000.0,2025-06-14,1
176,3761,1003761,10000.0,2025-10-07,1
177,3763,1003763,10000.0,2025-07-28,1
178,3901,1003901,10000.0,2025-04-14,1
179,3917,1003917,10000.0,2025-01-27,1
180,3951,1003951,10000.0,2025-11-14,1
181,3956,1003956,10000.0,2025-11-28,1
182,3958,1003958,10000.0,2025-07-28,1
183,3967,1003967,10000.0,2025-08-28,1
184,3974,1003974,10000.0,2025-11-14,1
185,4012,1004012,10000.0,2025-02-20,1
186,4064,1004064,10000.0,2025-07-07,1
187,4098,1004098,10000.0,2025-11-21,1
188,4101,1004101,10000.0,2025-03-21,1
189,4114,1004114,10000.0,2025-09-14,1
190,4115,1004115,10000.0,2025-03-28,1
191,4136,1004136,10000.0,2025-06-21,1
192,4140,1004140,10000.0,2025-01-13,1
193,4224,1004224,10000.0,2025-07-07,1
194,4261,1004261,10000.0,2025-07-14,1
195,4291,1004291,10000.0,2025-01-20,1
196,4358,1004358,10000.0,2025-05-07,1
197,4363,1004363,10000.0,2025-03-14,1
198,4365,1004365,10000.0,2025-04-28,1
199,4387,1004387,10000.0,2025-10-07,1
200,4399,1004399,10000.0,2025-08-28,1
201,4443,1004443,10000.0,2025-12-21,1
202,4449,1004449,10000.0,2025-11-28,1
203,4466,1004466,10000.0,2025-10-14,1
204,4576,1004576,10000.0,2025-10-28,1
205,4590,1004590,10000.0,2025-11-14,1
206,4633,1004633,10000.0,2025-11-21,1
207,4646,1004646,10000.0,2025-02-20,1
208,4665,1004665,10000.0,2025-04-07,1
209,4699,1004699,10000.0,2025-04-14,1
210,4704,1004704,10000.0,2025-06-28,1
211,4756,1004756,10000.0,2025-07-07,1
212,4761,1004761,10000.0,2025-01-13,1
213,4765,1004765,10000.0,2025-11-07,1
214,4786,1004786,10000.0,2025-12-14,1
215,4794,1004794,10000.0,2025-07-14,1
216,4797,1004797,10000.0,2025-06-14,1
217,4819,1004819,10000.0,2025-02-20,1
218,4832,1004832,10000.0,2025-12-14,1
219,4834,1004834,10000.0,2025-07-28,1
220,4842,1004842,10000.0,2025-02-20,1
221,4892,1004892,10000.0,2025-07-14,1
222,4970,1004970,10000.0,2025-09-14,1
223,5011,1005011,10000.0,2025-11-28,1
224,5021,1005021,10000.0,2025-04-28,1
225,5039,1005039,10000.0,2025-04-07,1
226,5045,1005045,10000.0,2025-04-14,1
227,5050,1005050,10000.0,2025-11-28,1
228,5069,1005069,10000.0,2025-12-07,1
229,5087,1005087,10000.0,2025-05-07,1
230,5111,1005111,10000.0,2025-03-14,1
231,5238,1005238,10000.0,2025-02-27,1
232,5263,1005263,10000.0,2025-09-28,1
233,5277,1005277,10000.0,2025-12-21,1
234,5303,1005303,10000.0,2025-06-14,1
235,5330,1005330,10000.0,2025-07-28,1
236,5389,1005389,10000.0,2025-04-07,1
237,5408,1005408,10000.0,2025-12-07,1
238,5417,1005417,10000.0,2025-01-13,1
239,5476,1005476,10000.0,2025-06-21,1
240,5509,1005509,10000.0,2025-07-28,1
241,5516,1005516,10000.0,2025-10-14,1
242,5537,1005537,10000.0,2025-06-14,1
243,5571,1005571,10000.0,2025-12-28,1
244,5574,1005574,10000.0,2025-06-07,1
245,5612,1005612,10000.0,2025-06-28,1
246,5632,1005632,10000.0,2025-11-07,1
247,5653,1005653,10000.0,2025-05-28,1
248,5668,1005668,10000.0,2025-04-07,1
249,5675,1005675,10000.0,2025-11-07,1
250,5683,1005683,10000.0,2025-05-28,1
251,5696,1005696,10000.0,2025-10-07,1
252,5712,1005712,10000.0,2025-10-14,1
253,5715,1005715,10000.0,2025-02-27,1
254,5727,1005727,10000.0,2025-09-14,1
255,5747,1005747,10000.0,2025-12-28,1
256,5791,1005791,10000.0,2025-10-07,1
257,5802,1005802,10000.0,2025-06-14,1
258,5858,1005858,10000.0,2025-07-21,1
259,5860,1005860,10000.0,2025-03-21,1
260,5892,1005892,10000.0,2025-11-14,1
261,5921,1005921,10000.0,2025-04-21,1
262,5926,1005926,10000.0,2025-04-14,1
263,5944,1005944,10000.0,2025-07-28,1
264,5951,1005951,10000.0,2025-02-06,1
265,5996,1005996,10000.0,2025-09-07,1
266,6013,1006013,10000.0,2025-10-07,1
267,6015,1006015,10000.0,2025-02-27,1
268,6041,1006041,10000.0,2025-04-21,1
269,6062,1006062,10000.0,2025-09-14,1
270,6067,1006067,10000.0,2025-01-13,1
271,6091,1006091,10000.0,2025-10-14,1
272,6110,1006110,10000.0,2025-03-28,1
273,6112,1006112,10000.0,2025-05-14,1
274,6115,1006115,10000.0,2025-09-07,1
275,6120,1006120,10000.0,2025-06-21,1
276,6125,1006125,10000.0,2025-01-13,1
277,6150,1006150,10000.0,2025-11-21,1
278,6222,1006222,10000.0,2025-06-07,1
279,6227,1006227,10000.0,2025-05-14,1
280,6243,1006243,10000.0,2025-06-14,1
281,6339,1006339,10000.0,2025-08-07,1
282,6347,1006347,10000.0,2025-11-14,1
283,6359,1006359,10000.0,2025-02-13,1
284,6400,1006400,10000.0,2025-06-28,1
285,6466,1006466,10000.0,2025-06-07,1
286,6490,1006490,10000.0,2025-10-07,1
287,6519,1006519,10000.0,2025-06-21,1
288,6596,1006596,10000.0,2025-09-14,1
289,6602,1006602,10000.0,2025-12-28,1
290,6761,1006761,10000.0,2025-10-07,1
291,6764,1006764,10000.0,2025-04-28,1
292,6851,1006851,10000.0,2025-12-14,1
293,6916,1006916,10000.0,2025-01-20,1
294,6960,1006960,10000.0,2025-09-21,1
295,7012,1007012,10000.0,2025-04-21,1
296,7067,1007067,10000.0,2025-04-28,1
297,7068,1007068,10000.0,2025-01-06,1
298,7084,1007084,10000.0,2025-08-28,1
299,7114,1007114,10000.0,2025-01-20,1
300,7144,1007144,10000.0,2025-06-28,1
301,7149,1007149,10000.0,2025-09-07,1
302,7208,1007208,10000.0,2025-09-28,1
303,7227,1007227,10000.0,2025-08-28,1
304,7230,1007230,10000.0,2025-06-28,1
305,7241,1007241,10000.0,2025-10-21,1
306,7255,1007255,10000.0,2025-04-07,1
307,7299,1007299,10000.0,2025-02-06,1
308,7381,1007381,10000.0,2025-03-14,1
309,7391,1007391,10000.0,2025-01-27,1
310,7407,1007407,10000.0,2025-06-14,1
311,7475,1007475,10000.0,2025-02-06,1
312,7534,1007534,10000.0,2025-08-21,1
313,7559,1007559,10000.0,2025-02-20,1
314,7597,1007597,10000.0,2025-01-13,1
315,7628,1007628,10000.0,2025-08-28,1
316,7631,1007631,10000.0,2025-05-21,1
317,7660,1007660,10000.0,2025-03-21,1
318,7662,1007662,10000.0,2025-05-28,1
319,7746,1007746,10000.0,2025-02-13,1
320,7757,1007757,10000.0,2025-10-07,1
321,7769,1007769,10000.0,2025-11-14,1
322,7778,1007778,10000.0,2025-10-14,1
323,7791,1007791,10000.0,2025-08-07,1
324,7818,1007818,10000.0,2025-08-28,1
325,7836,1007836,10000.0,2025-02-27,1
326,7868,1007868,10000.0,2025-03-21,1
327,7874,1007874,10000.0,2025-02-13,1
328,7907,1007907,10000.0,2025-03-07,1
329,7935,1007935,10000.0,2025-11-28,1
330,7949,1007949,10000.0,2025-03-21,1
331,7994,1007994,10000.0,2025-10-07,1
332,8006,1008006,10000.0,2025-09-21,1
333,8022,1008022,10000.0,2025-06-28,1
334,8064,1008064,10000.0,2025-09-21,1
335,8082,1008082,10000.0,2025-10-14,1
336,8142,1008142,10000.0,2025-12-07,1
337,8213,1008213,10000.0,2025-01-20,1
338,8223,1008223,10000.0,2025-04-28,1
339,8228,1008228,10000.0,2025-07-21,1
340,8241,1008241,10000.0,2025-11-21,1
341,8245,1008245,10000.0,2025-07-07,1
342,8246,1008246,10000.0,2025-05-14,1
343,8253,1008253,10000.0,2025-10-07,1
344,8266,1008266,10000.0,2025-10-14,1
345,8287,1008287,10000.0,2025-05-28,1
346,8293,1008293,10000.0,2025-03-14,1
347,8306,1008306,10000.0,2025-09-28,1
348,8310,1008310,10000.0,2025-04-14,1
349,8467,1008467,10000.0,2025-03-21,1
350,8478,1008478,10000.0,2025-06-28,1
351,8490,1008490,10000.0,2025-05-21,1
352,8508,1008508,10000.0,2025-08-14,1
353,8517,1008517,10000.0,2025-02-06,1
354,8523,1008523,10000.0,2025-07-21,1
355,8572,1008572,10000.0,2025-03-14,1
356,8657,1008657,10000.0,2025-04-21,1
357,8660,1008660,10000.0,2025-10-14,1
358,8689,1008689,10000.0,2025-09-14,1
359,8751,1008751,10000.0,2025-03-14,1
360,8758,1008758,10000.0,2025-10-07,1
361,8769,1008769,10000.0,2025-04-21,1
362,8776,1008776,10000.0,2025-03-07,1
363,8807,1008807,10000.0,2025-03-07,1
364,8831,1008831,10000.0,2025-02-13,1
365,8846,1008846,10000.0,2025-04-07,1
366,8851,1008851,10000.0,2025-01-20,1
367,8926,1008926,10000.0,2025-08-14,1
368,8947,1008947,10000.0,2025-07-21,1
369,8952,1008952,10000.0,2025-08-07,1
370,8984,1008984,10000.0,2025-01-13,1
371,9004,1009004,10000.0,2025-12-07,1
372,9019,1009019,10000.0,2025-06-14,1
373,9052,1009052,10000.0,2025-04-14,1
374,9057,1009057,10000.0,2025-03-14,1
375,9146,1009146,10000.0,2025-06-14,1
376,9195,1009195,10000.0,2025-07-07,1
377,9227,1009227,10000.0,2025-07-21,1
378,9244,1009244,10000.0,2025-09-14,1
379,9279,1009279,10000.0,2025-06-21,1
380,9310,1009310,10000.0,2025-03-28,1
381,9368,1009368,10000.0,2025-10-07,1
382,9405,1009405,10000.0,2025-10-07,1
383,9408,1009408,10000.0,2025-04-07,1
384,9439,1009439,10000.0,2025-04-14,1
385,9458,1009458,10000.0,2025-05-21,1
386,9481,1009481,10000.0,2025-04-28,1
387,9513,1009513,10000.0,2025-06-07,1
388,9536,1009536,10000.0,2025-09-07,1
389,9558,1009558,10000.0,2025-10-14,1
390,9561,1009561,10000.0,2025-02-13,1
391,9584,1009584,10000.0,2025-07-21,1
392,9613,1009613,10000.0,2025-07-28,1
393,9676,1009676,10000.0,2025-05-28,1
394,9702,1009702,10000.0,2025-12-21,1
395,9714,1009714,10000.0,2025-08-14,1
396,9736,1009736,10000.0,2025-05-21,1
397,9739,1009739,10000.0,2025-09-21,1
398,9768,1009768,10000.0,2025-01-06,1
399,9781,1009781,10000.0,2025-04-21,1
400,9810,1009810,10000.0,2025-01-27,1
401,9813,1009813,10000.0,2025-08-07,1
402,9831,1009831,10000.0,2025-01-06,1
403,9835,1009835,10000.0,2025-06-14,1
404,9844,1009844,10000.0,2025-05-14,1
405,9845,1009845,10000.0,2025-04-28,1
406,9857,1009857,10000.0,2025-05-07,1
407,9864,1009864,10000.0,2025-11-07,1
408,9915,1009915,10000.0,2025-09-21,1
409,9926,1009926,10000.0,2025-09-21,1
410,9928,1009928,10000.0,2025-11-21,1
411,9949,1009949,10000.0,2025-07-21,1
412,9950,1009950,10000.0,2025-10-28,1
413,9985,1009985,10000.0,2025-12-14,1
414,9987,1009987,10000.0,2025-05-21,1
415,10001,1010001,10000.0,2025-10-14,1
416,10028,1010028,10000.0,2025-09-21,1
417,10047,1010047,10000.0,2025-04-14,1
418,10086,1010086,10000.0,2025-12-14,1
419,10124,1010124,10000.0,2025-12-28,1
420,10129,1010129,10000.0,2025-08-07,1
421,10192,1010192,10000.0,2025-07-14,1
422,10232,1010232,10000.0,2025-12-21,1
423,10235,1010235,10000.0,2025-08-14,1
424,10255,1010255,10000.0,2025-01-27,1
425,10259,1010259,10000.0,2025-02-20,1
426,10307,1010307,10000.0,2025-07-14,1
427,10353,1010353,10000.0,2025-05-28,1
428,10364,1010364,10000.0,2025-02-27,1
429,10394,1010394,10000.0,2025-07-21,1
430,10430,1010430,10000.0,2025-10-21,1
431,10435,1010435,10000.0,2025-10-21,1
432,10438,1010438,10000.0,2025-05-21,1
433,10444,1010444,10000.0,2025-02-20,1
434,10506,1010506,10000.0,2025-11-28,1
435,10527,1010527,10000.0,2025-12-21,1
436,10552,1010552,10000.0,2025-11-21,1
437,10625,1010625,10000.0,2025-08-07,1
438,10686,1010686,10000.0,2025-02-20,1
439,10775,1010775,10000.0,2025-02-20,1
440,10796,1010796,10000.0,2025-08-07,1
441,10834,1010834,10000.0,2025-04-28,1
442,10862,1010862,10000.0,2025-05-28,1
443,10912,1010912,10000.0,2025-12-07,1
444,10946,1010946,10000.0,2025-10-28,1
445,10949,1010949,10000.0,2025-09-21,1
446,10982,1010982,10000.0,2025-06-21,1
447,10991,1010991,10000.0,2025-06-21,1
448,10992,1010992,10000.0,2025-08-21,1
449,10998,1010998,10000.0,2025-09-28,1
450,11015,1011015,10000.0,2025-02-27,1
451,11061,1011061,10000.0,2025-06-28,1
452,11078,1011078,10000.0,2025-12-21,1
453,11082,1011082,10000.0,2025-11-14,1
454,11128,1011128,10000.0,2025-09-28,1
455,11139,1011139,10000.0,2025-10-14,1
456,11151,1011151,10000.0,2025-12-07,1
457,11164,1011164,10000.0,2025-04-14,1
458,11185,1011185,10000.0,2025-03-28,1
459,11199,1011199,10000.0,2025-08-21,1
460,11210,1011210,10000.0,2025-06-07,1
461,11238,1011238,10000.0,2025-02-20,1
462,11280,1011280,10000.0,2025-11-07,1
463,11283,1011283,10000.0,2025-05-14,1
464,11322,1011322,10000.0,2025-08-14,1
465,11330,1011330,10000.0,2025-04-21,1
466,11413,1011413,10000.0,2025-01-13,1
467,11425,1011425,10000.0,2025-09-07,1
468,11465,1011465,10000.0,2025-10-07,1
469,11471,1011471,10000.0,2025-07-07,1
470,11531,1011531,10000.0,2025-09-28,1
471,11548,1011548,10000.0,2025-12-21,1
472,11558,1011558,10000.0,2025-01-27,1
473,11606,1011606,10000.0,2025-10-07,1
474,11613,1011613,10000.0,2025-05-28,1
475,11691,1011691,10000.0,2025-02-20,1
476,11693,1011693,10000.0,2025-02-27,1
477,11697,1011697,10000.0,2025-10-28,1
478,11698,1011698,10000.0,2025-10-07,1
479,11749,1011749,10000.0,2025-03-21,1
480,11753,1011753,10000.0,2025-04-14,1
481,11765,1011765,10000.0,2025-05-21,1
482,11787,1011787,10000.0,2025-09-21,1
483,11810,1011810,10000.0,2025-06-14,1
484,11897,1011897,10000.0,2025-12-14,1
485,11907,1011907,10000.0,2025-06-28,1
486,11937,1011937,10000.0,2025-03-21,1
487,11969,1011969,10000.0,2025-07-07,1
488,11998,1011998,10000.0,2025-09-14,1
489,12004,1012004,10000.0,2025-12-07,1
490,12029,1012029,10000.0,2025-02-27,1
491,12034,1012034,10000.0,2025-03-21,1
492,12055,1012055,10000.0,2025-12-28,1
493,12185,1012185,10000.0,2025-03-21,1
494,12197,1012197,10000.0,2025-07-21,1
495,12207,1012207,10000.0,2025-11-21,1
496,12231,1012231,10000.0,2025-01-20,1
497,12242,1012242,10000.0,2025-02-06,1
498,12247,1012247,10000.0,2025-08-21,1
499,12279,1012279,10000.0,2025-04-14,1
500,12282,1012282,10000.0,2025-11-07,1
501,12286,1012286,10000.0,2025-01-13,1
502,12303,1012303,10000.0,2025-10-21,1
503,12348,1012348,10000.0,2025-10-28,1
504,12390,1012390,10000.0,2025-03-21,1
505,12424,1012424,10000.0,2025-07-28,1
506,12527,1012527,10000.0,2025-01-13,1
507,12531,1012531,10000.0,2025-01-20,1
508,12544,1012544,10000.0,2025-01-13,1
509,12568,1012568,10000.0,2025-03-14,1
510,12570,1012570,10000.0,2025-06-28,1
511,12580,1012580,10000.0,2025-04-14,1
512,12598,1012598,10000.0,2025-11-28,1
513,12614,1012614,10000.0,2025-01-20,1
514,12649,1012649,10000.0,2025-09-21,1
515,12724,1012724,10000.0,2025-06-07,1
516,12744,1012744,10000.0,2025-09-28,1
517,12755,1012755,10000.0,2025-10-07,1
518,12761,1012761,10000.0,2025-08-21,1
519,12773,1012773,10000.0,2025-07-14,1
520,12829,1012829,10000.0,2025-01-06,1
521,12836,1012836,10000.0,2025-06-14,1
522,12837,1012837,10000.0,2025-12-07,1
523,12852,1012852,10000.0,2025-10-14,1
524,12859,1012859,10000.0,2025-02-13,1
525,12875,1012875,10000.0,2025-02-06,1
526,12891,1012891,10000.0,2025-05-14,1
527,12893,1012893,10000.0,2025-12-07,1
528,13009,1013009,10000.0,2025-04-07,1
529,13092,1013092,10000.0,2025-06-28,1
530,13096,1013096,10000.0,2025-08-14,1
531,13122,1013122,10000.0,2025-11-28,1
532,13141,1013141,10000.0,2025-06-14,1
533,13163,1013163,10000.0,2025-02-06,1
534,13195,1013195,10000.0,2025-09-21,1
535,13218,1013218,10000.0,2025-02-06,1
536,13230,1013230,10000.0,2025-08-21,1
537,13239,1013239,10000.0,2025-02-20,1
538,13295,1013295,10000.0,2025-06-07,1
539,13325,1013325,10000.0,2025-02-20,1
540,13367,1013367,10000.0,2025-04-28,1
541,13392,1013392,10000.0,2025-08-14,1
542,13416,1013416,10000.0,2025-04-07,1
543,13463,1013463,10000.0,2025-08-21,1
544,13469,1013469,10000.0,2025-06-28,1
545,13478,1013478,10000.0,2025-07-07,1
546,13498,1013498,10000.0,2025-03-28,1
547,13536,1013536,10000.0,2025-02-20,1
548,13537,1013537,10000.0,2025-12-07,1
549,13587,1013587,10000.0,2025-01-13,1
550,13590,1013590,10000.0,2025-07-07,1
551,13603,1013603,10000.0,2025-10-14,1
552,13604,1013604,10000.0,2025-08-28,1
553,13620,1013620,10000.0,2025-09-07,1
554,13637,1013637,10000.0,2025-08-14,1
555,13667,1013667,10000.0,2025-06-28,1
556,13683,1013683,10000.0,2025-07-21,1
557,13725,1013725,10000.0,2025-11-07,1
558,13730,1013730,10000.0,2025-03-14,1
559,13759,1013759,10000.0,2025-12-21,1
560,13829,1013829,10000.0,2025-02-06,1
561,13832,1013832,10000.0,2025-09-28,1
562,13867,1013867,10000.0,2025-11-14,1
563,13881,1013881,10000.0,2025-01-27,1
564,13900,1013900,10000.0,2025-03-07,1
565,13994,1013994,10000.0,2025-05-14,1
566,14029,1014029,10000.0,2025-03-14,1
567,14190,1014190,10000.0,2025-10-28,1
568,14194,1014194,10000.0,2025-05-14,1
569,14211,1014211,10000.0,2025-10-14,1
570,14258,1014258,10000.0,2025-02-20,1
571,14265,1014265,10000.0,2025-07-28,1
572,14285,1014285,10000.0,2025-08-07,1
573,14287,1014287,10000.0,2025-04-21,1
574,14292,1014292,10000.0,2025-04-21,1
575,14300,1014300,10000.0,2025-12-28,1
576,14323,1014323,10000.0,2025-02-06,1
577,14324,1014324,10000.0,2025-08-28,1
578,14350,1014350,10000.0,2025-09-14,1
579,14391,1014391,10000.0,2025-11-28,1
580,14448,1014448,10000.0,2025-02-06,1
581,14462,1014462,10000.0,2025-12-28,1
582,14475,1014475,10000.0,2025-08-28,1
583,14506,1014506,10000.0,2025-07-21,1
584,14507,1014507,10000.0,2025-12-14,1
585,14527,1014527,10000.0,2025-02-20,1
586,14560,1014560,10000.0,2025-11-07,1
587,14607,1014607,10000.0,2025-10-28,1
588,14653,1014653,10000.0,2025-09-28,1
589,14658,1014658,10000.0,2025-10-28,1
590,14681,1014681,10000.0,2025-07-28,1
591,14717,1014717,10000.0,2025-10-07,1
592,14784,1014784,10000.0,2025-02-06,1
593,14786,1014786,10000.0,2025-05-07,1
594,14834,1014834,10000.0,2025-05-21,1
595,14881,1014881,10000.0,2025-11-07,1
596,14938,1014938,10000.0,2025-06-28,1
597,14982,1014982,10000.0,2025-06-14,1
598,15022,1015022,10000.0,2025-11-14,1
599,15028,1015028,10000.0,2025-01-06,1
600,15036,1015036,10000.0,2025-03-07,1
601,15043,1015043,10000.0,2025-10-07,1
602,15045,1015045,10000.0,2025-05-28,1
603,15100,1015100,10000.0,2025-04-14,1
604,15109,1015109,10000.0,2025-06-07,1
605,15122,1015122,10000.0,2025-07-28,1
606,15132,1015132,10000.0,2025-04-28,1
